ano,mes,data,regiao,uf,setor,tipo_ataque,vulnerabilidade,incidentes,impacto_financeiro,tempo_recuperacao,sistemas_afetados,nivel_criticidade,status_resposta
2020,11,2020-11-01,Nordeste,PE,Saúde,Phishing,Falha humana,12,1132805.1,88.1,74,Baixo,Mitigado
2020,11,2020-11-01,Nordeste,CE,Saúde,Vazamento,Sem MFA,18,1998659.15,74.8,46,Crítico,Resolvido
2020,11,2020-11-01,Nordeste,CE,Saúde,Phishing,Sem MFA,14,1718691.9,117.3,48,Crítico,Em análise
2020,11,2020-11-01,Nordeste,MA,Financeiro,Ransomware,Falha humana,21,184384.12,107.6,69,Médio,Em análise
2020,11,2020-11-01,Nordeste,PB,Varejo,Ransomware,Sistema desatualizado,14,1190213.54,106.3,56,Médio,Resolvido
2020,11,2020-11-01,Centro-Oeste,DF,Saúde,Malware,Sem MFA,19,1773494.09,90.9,7,Baixo,Em análise
2020,11,2020-11-01,Centro-Oeste,GO,Financeiro,Ransomware,Sistema desatualizado,12,44460.54,38.4,75,Crítico,Resolvido
2020,11,2020-11-01,Centro-Oeste,GO,Governo,Malware,Falha humana,9,1553173.02,70.3,72,Alto,Mitigado
2020,11,2020-11-01,Centro-Oeste,MT,Governo,Phishing,Falha humana,11,694364.15,63.8,27,Baixo,Em análise
2020,11,2020-11-01,Centro-Oeste,MS,Educação,Ransomware,Sem MFA,15,1931465.52,57.2,37,Baixo,Em análise
2020,11,2020-11-01,Sudeste,SP,Saúde,Ransomware,Senha fraca,14,1176847.15,91.0,23,Crítico,Resolvido
2020,11,2020-11-01,Sudeste,SP,Educação,Malware,Sem MFA,15,258438.1,29.4,38,Crítico,Resolvido
2020,11,2020-11-01,Sudeste,SP,Varejo,Malware,Sistema desatualizado,8,500748.65,109.7,12,Médio,Resolvido
2020,11,2020-11-01,Sudeste,RJ,Varejo,DDoS,Falha humana,8,1126509.47,35.3,62,Crítico,Mitigado
2020,11,2020-11-01,Sudeste,RJ,Saúde,Malware,Falha humana,16,267091.97,48.8,37,Baixo,Resolvido
2020,11,2020-11-01,Sudeste,RJ,Saúde,Vazamento,Falha humana,6,1564636.98,35.3,57,Crítico,Mitigado
2020,11,2020-11-01,Sudeste,RJ,Financeiro,Malware,Falha humana,13,602986.86,66.1,48,Médio,Resolvido
2020,11,2020-11-01,Sudeste,MG,Educação,Malware,Falha humana,14,1033279.14,62.9,79,Alto,Resolvido
2020,11,2020-11-01,Sudeste,MG,Varejo,Phishing,Sistema desatualizado,14,1683111.62,77.3,9,Médio,Mitigado
2020,11,2020-11-01,Sudeste,MG,Governo,Vazamento,Senha fraca,20,1746480.38,89.9,23,Médio,Resolvido
2020,11,2020-11-01,Sudeste,ES,Educação,Vazamento,Senha fraca,12,1123880.92,62.6,17,Médio,Mitigado
2020,11,2020-11-01,Sudeste,ES,Varejo,Vazamento,Senha fraca,15,1582453.79,50.7,18,Crítico,Resolvido
2020,11,2020-11-01,Sudeste,ES,Governo,Vazamento,Senha fraca,14,260161.76,112.5,58,Baixo,Mitigado
2020,11,2020-11-01,Sul,PR,Governo,Vazamento,Senha fraca,7,887265.07,44.6,79,Alto,Resolvido
2020,11,2020-11-01,Sul,PR,Saúde,DDoS,Sem MFA,7,1798760.03,9.2,27,Alto,Mitigado
2020,11,2020-11-01,Sul,SC,Governo,DDoS,Senha fraca,10,1750752.11,97.0,71,Baixo,Mitigado
2020,11,2020-11-01,Sul,SC,Educação,Malware,Sistema desatualizado,6,1889574.25,81.6,45,Crítico,Mitigado
2020,11,2020-11-01,Sul,RS,Varejo,Ransomware,Sem MFA,9,558588.77,116.6,21,Baixo,Mitigado
2020,11,2020-11-01,Sul,RS,Varejo,Malware,Sem MFA,12,461963.15,107.1,35,Médio,Em análise
2020,12,2020-12-01,Norte,AM,Governo,Ransomware,Sem MFA,15,1278948.45,71.7,37,Médio,Mitigado
2020,12,2020-12-01,Norte,PA,Educação,Ransomware,Falha humana,9,1443001.59,53.8,67,Baixo,Em análise
2020,12,2020-12-01,Norte,PA,Governo,Phishing,Falha humana,8,1420036.36,45.1,75,Baixo,Resolvido
2020,12,2020-12-01,Norte,RO,Governo,Malware,Sistema desatualizado,8,969368.06,33.8,30,Baixo,Em análise
2020,12,2020-12-01,Norte,TO,Saúde,Phishing,Sem MFA,9,1201240.27,117.9,4,Crítico,Mitigado
2020,12,2020-12-01,Nordeste,BA,Financeiro,DDoS,Sem MFA,11,368775.94,107.0,6,Crítico,Resolvido
2020,12,2020-12-01,Nordeste,BA,Financeiro,Phishing,Falha humana,18,919040.86,78.5,1,Alto,Resolvido
2020,12,2020-12-01,Nordeste,PE,Educação,Vazamento,Senha fraca,7,1316401.69,63.4,51,Baixo,Em análise
2020,12,2020-12-01,Nordeste,PE,Governo,Vazamento,Sistema desatualizado,14,267228.39,38.1,49,Baixo,Em análise
2020,12,2020-12-01,Nordeste,CE,Varejo,Phishing,Sem MFA,15,1435725.37,81.1,68,Alto,Mitigado
2020,12,2020-12-01,Nordeste,CE,Financeiro,Malware,Falha humana,14,1255457.71,31.9,67,Alto,Resolvido
2020,12,2020-12-01,Nordeste,MA,Financeiro,Vazamento,Sistema desatualizado,17,1286070.74,91.7,15,Alto,Em análise
2020,12,2020-12-01,Nordeste,PB,Varejo,DDoS,Falha humana,21,1132295.68,62.0,32,Baixo,Mitigado
2020,12,2020-12-01,Centro-Oeste,DF,Saúde,Ransomware,Senha fraca,20,1157191.88,3.4,10,Baixo,Mitigado
2020,12,2020-12-01,Centro-Oeste,GO,Educação,DDoS,Senha fraca,13,1337888.71,88.0,56,Baixo,Em análise
2020,12,2020-12-01,Centro-Oeste,GO,Educação,Malware,Falha humana,12,460153.65,2.6,44,Médio,Mitigado
2020,12,2020-12-01,Centro-Oeste,MT,Saúde,Malware,Falha humana,9,312869.86,68.0,34,Baixo,Resolvido
2020,12,2020-12-01,Centro-Oeste,MS,Governo,DDoS,Sem MFA,15,519431.3,78.7,38,Médio,Mitigado
2020,12,2020-12-01,Sudeste,SP,Financeiro,Malware,Senha fraca,17,155719.29,15.7,31,Alto,Mitigado
2020,12,2020-12-01,Sudeste,SP,Varejo,Vazamento,Falha humana,9,1455879.84,70.5,10,Médio,Em análise
2020,12,2020-12-01,Sudeste,SP,Saúde,DDoS,Sistema desatualizado,12,1418651.96,14.9,16,Crítico,Mitigado
2020,12,2020-12-01,Sudeste,RJ,Financeiro,Ransomware,Falha humana,6,305727.37,60.0,24,Crítico,Em análise
2020,12,2020-12-01,Sudeste,RJ,Governo,Malware,Falha humana,13,1560900.73,37.4,54,Médio,Resolvido
2020,12,2020-12-01,Sudeste,RJ,Saúde,Vazamento,Sistema desatualizado,13,531577.11,20.9,19,Alto,Mitigado
2020,12,2020-12-01,Sudeste,RJ,Governo,Phishing,Sem MFA,12,1120658.52,45.0,18,Baixo,Resolvido
2020,12,2020-12-01,Sudeste,MG,Varejo,Malware,Falha humana,10,288617.79,91.0,47,Médio,Em análise
2020,12,2020-12-01,Sudeste,MG,Saúde,Vazamento,Sistema desatualizado,5,1775552.28,114.3,12,Alto,Em análise
2020,12,2020-12-01,Sudeste,MG,Governo,Ransomware,Sem MFA,9,1083629.59,77.6,53,Alto,Em análise
2020,12,2020-12-01,Sudeste,ES,Educação,Phishing,Sem MFA,13,282503.72,81.2,59,Médio,Em análise
2020,12,2020-12-01,Sudeste,ES,Saúde,Vazamento,Falha humana,12,546549.12,35.7,63,Alto,Mitigado
2020,12,2020-12-01,Sudeste,ES,Saúde,Phishing,Falha humana,8,731151.16,91.3,16,Alto,Em análise
2020,12,2020-12-01,Sul,PR,Varejo,Phishing,Sistema desatualizado,17,556846.63,33.3,60,Baixo,Em análise
2020,12,2020-12-01,Sul,PR,Governo,Phishing,Falha humana,12,1309240.0,72.1,5,Alto,Mitigado
2020,12,2020-12-01,Sul,SC,Financeiro,Phishing,Sistema desatualizado,5,1710356.06,65.3,17,Crítico,Mitigado
2020,12,2020-12-01,Sul,SC,Varejo,Malware,Falha humana,14,765159.34,89.5,32,Médio,Em análise
2020,12,2020-12-01,Sul,RS,Varejo,DDoS,Senha fraca,5,1282449.64,84.1,54,Crítico,Mitigado
2020,12,2020-12-01,Sul,RS,Saúde,Vazamento,Sistema desatualizado,14,1175652.67,103.5,12,Alto,Mitigado
2021,1,2021-01-01,Norte,AM,Educação,DDoS,Falha humana,7,1030706.72,59.1,67,Crítico,Em análise
2021,1,2021-01-01,Norte,PA,Educação,Phishing,Sistema desatualizado,15,1741038.17,101.2,49,Alto,Em análise
2021,1,2021-01-01,Norte,PA,Financeiro,Vazamento,Sem MFA,11,63625.76,71.3,3,Médio,Em análise
2021,1,2021-01-01,Norte,RO,Varejo,Vazamento,Sem MFA,13,814835.77,50.7,23,Alto,Resolvido
2021,1,2021-01-01,Norte,TO,Varejo,Phishing,Senha fraca,16,138576.74,47.4,42,Médio,Mitigado
2021,1,2021-01-01,Nordeste,BA,Financeiro,Malware,Sistema desatualizado,13,1947148.96,60.3,63,Alto,Resolvido
2021,1,2021-01-01,Nordeste,BA,Varejo,DDoS,Falha humana,11,331332.69,83.0,20,Crítico,Mitigado
2021,1,2021-01-01,Nordeste,PE,Financeiro,Phishing,Sem MFA,8,1330319.03,87.2,24,Baixo,Resolvido
2021,1,2021-01-01,Nordeste,PE,Saúde,Vazamento,Falha humana,12,1477492.84,41.0,49,Baixo,Resolvido
2021,1,2021-01-01,Nordeste,CE,Educação,DDoS,Senha fraca,13,243311.3,86.0,3,Alto,Em análise
2021,1,2021-01-01,Nordeste,CE,Educação,Vazamento,Falha humana,21,326471.37,65.4,66,Crítico,Resolvido
2021,1,2021-01-01,Nordeste,MA,Varejo,Vazamento,Sistema desatualizado,11,204173.14,17.2,43,Crítico,Mitigado
2021,1,2021-01-01,Nordeste,PB,Financeiro,Ransomware,Falha humana,8,1959287.97,103.5,53,Baixo,Mitigado
2021,1,2021-01-01,Centro-Oeste,DF,Saúde,Malware,Sistema desatualizado,11,543767.49,8.4,63,Crítico,Em análise
2021,1,2021-01-01,Centro-Oeste,GO,Educação,DDoS,Sistema desatualizado,12,1273842.67,33.5,8,Médio,Resolvido
2021,1,2021-01-01,Centro-Oeste,GO,Saúde,Malware,Sistema desatualizado,7,1726528.64,55.3,40,Baixo,Mitigado
2021,1,2021-01-01,Centro-Oeste,MT,Educação,Malware,Sistema desatualizado,16,29389.5,66.6,44,Médio,Em análise
2021,1,2021-01-01,Centro-Oeste,MS,Governo,Ransomware,Sem MFA,14,669327.01,70.1,74,Alto,Mitigado
2021,1,2021-01-01,Sudeste,SP,Educação,Vazamento,Falha humana,6,1223003.63,47.8,57,Alto,Em análise
2021,1,2021-01-01,Sudeste,SP,Saúde,Phishing,Sem MFA,17,1795020.43,96.1,48,Baixo,Resolvido
2021,1,2021-01-01,Sudeste,SP,Varejo,DDoS,Sem MFA,3,603513.33,89.3,62,Baixo,Em análise
2021,1,2021-01-01,Sudeste,RJ,Educação,Phishing,Falha humana,12,1391336.9,72.3,56,Crítico,Resolvido
2021,1,2021-01-01,Sudeste,RJ,Educação,DDoS,Senha fraca,10,1296875.82,35.2,13,Médio,Em análise
2021,1,2021-01-01,Sudeste,RJ,Financeiro,Ransomware,Sistema desatualizado,11,46293.44,32.4,25,Crítico,Mitigado
2021,1,2021-01-01,Sudeste,RJ,Educação,DDoS,Sistema desatualizado,8,1635193.72,113.2,41,Alto,Resolvido
2021,1,2021-01-01,Sudeste,MG,Financeiro,Phishing,Sistema desatualizado,17,195055.09,21.7,57,Crítico,Resolvido
2021,1,2021-01-01,Sudeste,MG,Educação,DDoS,Senha fraca,12,448955.83,50.2,44,Médio,Resolvido
2021,1,2021-01-01,Sudeste,MG,Financeiro,Ransomware,Sistema desatualizado,18,1384017.43,56.5,25,Baixo,Mitigado
2021,1,2021-01-01,Sudeste,ES,Governo,Phishing,Sistema desatualizado,15,1709356.94,51.6,21,Baixo,Mitigado
2021,1,2021-01-01,Sudeste,ES,Saúde,Ransomware,Sem MFA,14,620391.63,74.4,8,Médio,Resolvido
2021,1,2021-01-01,Sudeste,ES,Financeiro,Vazamento,Sistema desatualizado,16,1024555.65,13.5,39,Crítico,Resolvido
2021,1,2021-01-01,Sul,PR,Educação,Vazamento,Senha fraca,18,983817.02,74.5,53,Crítico,Em análise
2021,1,2021-01-01,Sul,PR,Varejo,Ransomware,Falha humana,17,1163712.69,73.0,37,Alto,Mitigado
2021,1,2021-01-01,Sul,SC,Governo,Malware,Senha fraca,10,420594.0,43.8,28,Médio,Mitigado
2021,1,2021-01-01,Sul,SC,Educação,DDoS,Senha fraca,14,1101091.51,13.5,57,Médio,Resolvido
2021,1,2021-01-01,Sul,RS,Educação,Vazamento,Falha humana,13,926630.36,76.6,73,Crítico,Resolvido
2021,1,2021-01-01,Sul,RS,Governo,Phishing,Falha humana,10,295014.74,78.3,54,Crítico,Mitigado
2021,2,2021-02-01,Norte,AM,Varejo,Phishing,Sistema desatualizado,11,662410.25,42.0,61,Médio,Resolvido
2021,2,2021-02-01,Norte,PA,Saúde,Malware,Sem MFA,10,1312188.81,22.5,25,Médio,Resolvido
2021,2,2021-02-01,Norte,PA,Varejo,Vazamento,Falha humana,12,1304860.62,48.8,57,Alto,Mitigado
2021,2,2021-02-01,Norte,RO,Varejo,Ransomware,Falha humana,15,450067.03,2.9,77,Médio,Mitigado
2021,2,2021-02-01,Norte,TO,Varejo,Ransomware,Sistema desatualizado,10,229340.6,75.0,32,Baixo,Em análise
2021,2,2021-02-01,Nordeste,BA,Saúde,Phishing,Senha fraca,9,695552.4,98.0,61,Médio,Mitigado
2021,2,2021-02-01,Nordeste,BA,Financeiro,Malware,Falha humana,12,193482.97,73.4,54,Alto,Resolvido
2021,2,2021-02-01,Nordeste,PE,Saúde,Phishing,Sistema desatualizado,11,1155572.37,21.6,67,Médio,Resolvido
2021,2,2021-02-01,Nordeste,PE,Varejo,DDoS,Falha humana,15,1253692.49,7.4,19,Alto,Resolvido
2021,2,2021-02-01,Nordeste,CE,Educação,Ransomware,Falha humana,13,1333069.14,43.5,33,Baixo,Em análise
2021,2,2021-02-01,Nordeste,CE,Varejo,Phishing,Sem MFA,11,709622.18,114.0,14,Baixo,Resolvido
2021,2,2021-02-01,Nordeste,MA,Varejo,Phishing,Sistema desatualizado,11,63177.5,91.4,9,Crítico,Resolvido
2021,2,2021-02-01,Nordeste,PB,Saúde,DDoS,Falha humana,10,1936233.64,65.3,5,Baixo,Mitigado
2021,2,2021-02-01,Centro-Oeste,DF,Educação,Malware,Senha fraca,11,1105138.02,50.8,78,Alto,Resolvido
2021,2,2021-02-01,Centro-Oeste,GO,Financeiro,Malware,Sistema desatualizado,10,770943.45,115.4,6,Baixo,Em análise
2021,2,2021-02-01,Centro-Oeste,GO,Financeiro,Ransomware,Sistema desatualizado,12,699513.46,113.1,50,Crítico,Mitigado
2021,2,2021-02-01,Centro-Oeste,MT,Varejo,DDoS,Falha humana,8,589103.6,119.4,49,Médio,Resolvido
2021,2,2021-02-01,Centro-Oeste,MS,Financeiro,DDoS,Falha humana,10,1697250.53,31.5,32,Alto,Em análise
2021,2,2021-02-01,Sudeste,SP,Financeiro,Phishing,Sistema desatualizado,9,1168064.4,77.4,33,Alto,Mitigado
2021,2,2021-02-01,Sudeste,SP,Saúde,DDoS,Sem MFA,8,770937.71,60.7,20,Crítico,Em análise
2021,2,2021-02-01,Sudeste,SP,Varejo,Phishing,Sem MFA,8,1216342.23,66.3,1,Alto,Em análise
2021,2,2021-02-01,Sudeste,RJ,Educação,Ransomware,Sistema desatualizado,11,1995003.51,65.5,49,Crítico,Resolvido
2021,2,2021-02-01,Sudeste,RJ,Governo,DDoS,Sem MFA,12,520047.73,8.1,65,Médio,Em análise
2021,2,2021-02-01,Sudeste,RJ,Varejo,DDoS,Sistema desatualizado,14,292861.12,32.9,66,Baixo,Mitigado
2021,2,2021-02-01,Sudeste,RJ,Financeiro,Malware,Falha humana,7,409842.54,44.1,56,Baixo,Mitigado
2021,2,2021-02-01,Sudeste,MG,Governo,Vazamento,Senha fraca,13,994095.21,50.9,15,Médio,Resolvido
2021,2,2021-02-01,Sudeste,MG,Financeiro,DDoS,Falha humana,11,73576.82,29.1,43,Alto,Mitigado
2021,2,2021-02-01,Sudeste,MG,Varejo,Ransomware,Senha fraca,6,1336391.47,67.5,33,Médio,Mitigado
2021,2,2021-02-01,Sudeste,ES,Saúde,DDoS,Sistema desatualizado,13,1284817.83,100.5,56,Crítico,Resolvido
2021,2,2021-02-01,Sudeste,ES,Saúde,Vazamento,Sistema desatualizado,8,1069481.46,108.5,48,Médio,Em análise
2021,2,2021-02-01,Sudeste,ES,Governo,Ransomware,Senha fraca,10,700072.71,94.5,30,Baixo,Resolvido
2021,2,2021-02-01,Sul,PR,Varejo,Phishing,Sistema desatualizado,14,1099495.32,21.0,33,Médio,Mitigado
2021,2,2021-02-01,Sul,PR,Saúde,Vazamento,Sistema desatualizado,12,557541.89,86.1,35,Baixo,Mitigado
2021,2,2021-02-01,Sul,SC,Varejo,Malware,Sem MFA,16,66812.82,4.8,63,Crítico,Em análise
2021,2,2021-02-01,Sul,SC,Governo,Malware,Sistema desatualizado,9,1502262.71,68.6,74,Crítico,Resolvido
2021,2,2021-02-01,Sul,RS,Governo,Malware,Sistema desatualizado,8,368084.61,12.9,14,Baixo,Mitigado
2021,2,2021-02-01,Sul,RS,Varejo,Phishing,Falha humana,18,647417.95,27.4,5,Crítico,Resolvido
2021,3,2021-03-01,Norte,AM,Varejo,Malware,Sem MFA,14,1633354.86,33.4,55,Baixo,Mitigado
2021,3,2021-03-01,Norte,PA,Financeiro,Ransomware,Sem MFA,9,628465.33,89.4,27,Alto,Mitigado
2021,3,2021-03-01,Norte,PA,Governo,DDoS,Falha humana,8,764167.32,94.5,70,Crítico,Em análise
2021,3,2021-03-01,Norte,RO,Governo,Vazamento,Sem MFA,12,72133.84,27.8,76,Baixo,Em análise
2021,3,2021-03-01,Norte,TO,Saúde,Vazamento,Sistema desatualizado,11,1501246.4,41.4,44,Baixo,Mitigado
2021,3,2021-03-01,Nordeste,BA,Governo,Phishing,Sem MFA,11,289278.41,113.2,8,Médio,Resolvido
2021,3,2021-03-01,Nordeste,BA,Saúde,Malware,Sem MFA,13,1540048.15,9.5,7,Alto,Em análise
2021,3,2021-03-01,Nordeste,PE,Saúde,Vazamento,Senha fraca,15,1290372.13,8.5,5,Baixo,Resolvido
2021,3,2021-03-01,Nordeste,PE,Educação,Ransomware,Sistema desatualizado,12,157422.8,33.9,33,Médio,Em análise
2021,3,2021-03-01,Nordeste,CE,Financeiro,DDoS,Falha humana,13,1130028.22,56.1,50,Alto,Em análise
2021,3,2021-03-01,Nordeste,CE,Saúde,Vazamento,Falha humana,11,1653892.62,86.4,55,Médio,Resolvido
2021,3,2021-03-01,Nordeste,MA,Financeiro,DDoS,Senha fraca,6,1125662.79,18.9,29,Médio,Resolvido
2021,3,2021-03-01,Nordeste,PB,Educação,DDoS,Sem MFA,13,1754436.74,103.6,42,Crítico,Resolvido
2021,3,2021-03-01,Centro-Oeste,DF,Saúde,Malware,Falha humana,20,1397034.22,10.5,48,Alto,Em análise
2021,3,2021-03-01,Centro-Oeste,GO,Educação,Vazamento,Senha fraca,13,70326.65,119.8,45,Médio,Mitigado
2021,3,2021-03-01,Centro-Oeste,GO,Varejo,DDoS,Sem MFA,16,1393682.8,109.9,29,Alto,Resolvido
2021,3,2021-03-01,Centro-Oeste,MT,Financeiro,DDoS,Sem MFA,11,1345082.12,69.6,23,Alto,Mitigado
2021,3,2021-03-01,Centro-Oeste,MS,Governo,Ransomware,Senha fraca,17,379054.65,65.5,41,Baixo,Mitigado
2021,3,2021-03-01,Sudeste,SP,Educação,Vazamento,Sem MFA,7,1329086.38,88.1,24,Médio,Em análise
2021,3,2021-03-01,Sudeste,SP,Financeiro,Ransomware,Senha fraca,15,1000365.33,14.5,59,Crítico,Em análise
2021,3,2021-03-01,Sudeste,SP,Saúde,Vazamento,Senha fraca,12,1529437.33,103.1,31,Baixo,Em análise
2021,3,2021-03-01,Sudeste,RJ,Varejo,DDoS,Senha fraca,14,1052335.97,45.4,66,Médio,Em análise
2021,3,2021-03-01,Sudeste,RJ,Varejo,Ransomware,Sistema desatualizado,13,538804.29,119.2,31,Crítico,Mitigado
2021,3,2021-03-01,Sudeste,RJ,Governo,Phishing,Falha humana,18,1893949.69,77.5,54,Baixo,Resolvido
2021,3,2021-03-01,Sudeste,RJ,Educação,Vazamento,Senha fraca,12,1525451.64,76.2,60,Médio,Resolvido
2021,3,2021-03-01,Sudeste,MG,Saúde,DDoS,Sem MFA,9,1998238.08,116.3,61,Baixo,Mitigado
2021,3,2021-03-01,Sudeste,MG,Financeiro,Malware,Sistema desatualizado,10,462045.85,39.0,73,Médio,Em análise
2021,3,2021-03-01,Sudeste,MG,Educação,Malware,Senha fraca,13,1159725.87,50.7,61,Médio,Mitigado
2021,3,2021-03-01,Sudeste,ES,Financeiro,Phishing,Sistema desatualizado,16,241126.52,104.4,59,Crítico,Em análise
2021,3,2021-03-01,Sudeste,ES,Governo,Malware,Sem MFA,16,488367.52,63.7,16,Baixo,Em análise
2021,3,2021-03-01,Sudeste,ES,Saúde,Phishing,Falha humana,10,1800843.8,61.9,56,Alto,Resolvido
2021,3,2021-03-01,Sul,PR,Varejo,Phishing,Senha fraca,9,527779.08,84.6,61,Alto,Em análise
2021,3,2021-03-01,Sul,PR,Varejo,Malware,Falha humana,15,1107129.33,11.8,30,Baixo,Em análise
2021,3,2021-03-01,Sul,SC,Educação,Ransomware,Sistema desatualizado,12,597882.03,76.5,50,Médio,Resolvido
2021,3,2021-03-01,Sul,SC,Financeiro,Phishing,Falha humana,17,1012855.09,97.7,55,Médio,Mitigado
2021,3,2021-03-01,Sul,RS,Governo,Vazamento,Sem MFA,8,1001945.0,98.5,58,Médio,Mitigado
2021,3,2021-03-01,Sul,RS,Saúde,Ransomware,Sistema desatualizado,6,1136083.49,107.6,41,Baixo,Em análise
2021,4,2021-04-01,Norte,AM,Educação,Malware,Senha fraca,9,351036.66,111.6,36,Alto,Mitigado
2021,4,2021-04-01,Norte,PA,Educação,Phishing,Sem MFA,12,1529461.03,64.9,76,Crítico,Resolvido
2021,4,2021-04-01,Norte,PA,Saúde,Malware,Falha humana,14,1829808.31,72.6,16,Baixo,Mitigado
2021,4,2021-04-01,Norte,RO,Financeiro,Malware,Sistema desatualizado,8,1872464.54,111.9,72,Médio,Mitigado
2021,4,2021-04-01,Norte,TO,Governo,Vazamento,Sistema desatualizado,11,659270.07,5.1,54,Alto,Resolvido
2021,4,2021-04-01,Nordeste,BA,Saúde,Vazamento,Senha fraca,15,1181687.85,100.9,15,Baixo,Resolvido
2021,4,2021-04-01,Nordeste,BA,Financeiro,DDoS,Sem MFA,14,45814.78,36.3,79,Crítico,Mitigado
2021,4,2021-04-01,Nordeste,PE,Varejo,Ransomware,Sem MFA,9,1472152.64,54.3,42,Alto,Resolvido
2021,4,2021-04-01,Nordeste,PE,Governo,Ransomware,Senha fraca,14,1429376.53,69.6,56,Alto,Mitigado
2021,4,2021-04-01,Nordeste,CE,Saúde,Ransomware,Falha humana,12,14574.52,21.0,74,Crítico,Resolvido
2021,4,2021-04-01,Nordeste,CE,Educação,Ransomware,Falha humana,14,1360131.92,6.3,61,Alto,Resolvido
2021,4,2021-04-01,Nordeste,MA,Varejo,Vazamento,Sistema desatualizado,13,332397.94,89.5,27,Médio,Resolvido
2021,4,2021-04-01,Nordeste,PB,Educação,Ransomware,Senha fraca,13,1014241.46,93.9,66,Crítico,Resolvido
2021,4,2021-04-01,Centro-Oeste,DF,Saúde,DDoS,Senha fraca,8,1111612.3,11.6,57,Alto,Resolvido
2021,4,2021-04-01,Centro-Oeste,GO,Varejo,DDoS,Senha fraca,12,355201.15,24.1,23,Crítico,Resolvido
2021,4,2021-04-01,Centro-Oeste,GO,Educação,Vazamento,Senha fraca,15,571343.96,2.9,49,Baixo,Resolvido
2021,4,2021-04-01,Centro-Oeste,MT,Financeiro,Phishing,Senha fraca,9,1568192.71,85.9,26,Alto,Resolvido
2021,4,2021-04-01,Centro-Oeste,MS,Governo,Malware,Senha fraca,9,1993632.3,99.5,61,Baixo,Mitigado
2021,4,2021-04-01,Sudeste,SP,Governo,Phishing,Senha fraca,12,1970465.69,70.6,58,Médio,Em análise
2021,4,2021-04-01,Sudeste,SP,Saúde,Malware,Sistema desatualizado,13,1317368.55,81.4,26,Crítico,Mitigado
2021,4,2021-04-01,Sudeste,SP,Saúde,Phishing,Senha fraca,7,1483324.19,111.8,4,Alto,Resolvido
2021,4,2021-04-01,Sudeste,RJ,Governo,DDoS,Falha humana,14,569320.95,43.4,4,Alto,Resolvido
2021,4,2021-04-01,Sudeste,RJ,Educação,DDoS,Senha fraca,12,1750717.79,79.8,54,Crítico,Mitigado
2021,4,2021-04-01,Sudeste,RJ,Saúde,Vazamento,Falha humana,16,278405.15,115.5,62,Baixo,Em análise
2021,4,2021-04-01,Sudeste,RJ,Educação,Malware,Falha humana,16,653872.35,77.5,16,Crítico,Mitigado
2021,4,2021-04-01,Sudeste,MG,Saúde,DDoS,Senha fraca,12,145237.5,19.2,53,Crítico,Em análise
2021,4,2021-04-01,Sudeste,MG,Saúde,Vazamento,Senha fraca,10,725698.56,2.9,70,Baixo,Resolvido
2021,4,2021-04-01,Sudeste,MG,Educação,Phishing,Falha humana,6,497281.97,70.3,71,Alto,Mitigado
2021,4,2021-04-01,Sudeste,ES,Varejo,Vazamento,Senha fraca,13,359756.61,65.7,33,Baixo,Resolvido
2021,4,2021-04-01,Sudeste,ES,Saúde,Ransomware,Sem MFA,13,145851.38,24.7,43,Baixo,Resolvido
2021,4,2021-04-01,Sudeste,ES,Financeiro,Vazamento,Sistema desatualizado,10,1627478.95,8.5,44,Crítico,Mitigado
2021,4,2021-04-01,Sul,PR,Varejo,DDoS,Falha humana,13,633646.02,27.0,39,Baixo,Mitigado
2021,4,2021-04-01,Sul,PR,Financeiro,Phishing,Falha humana,11,79370.91,7.7,10,Crítico,Em análise
2021,4,2021-04-01,Sul,SC,Governo,Ransomware,Falha humana,16,421024.96,3.4,22,Crítico,Mitigado
2021,4,2021-04-01,Sul,SC,Financeiro,Malware,Senha fraca,15,326462.82,107.0,41,Alto,Em análise
2021,4,2021-04-01,Sul,RS,Governo,DDoS,Senha fraca,10,271623.73,28.8,65,Alto,Resolvido
2021,4,2021-04-01,Sul,RS,Governo,Phishing,Sistema desatualizado,7,504133.76,13.6,67,Baixo,Resolvido
2021,5,2021-05-01,Norte,AM,Educação,Ransomware,Sem MFA,11,1284972.57,82.7,67,Crítico,Em análise
2021,5,2021-05-01,Norte,PA,Financeiro,Phishing,Senha fraca,15,1516591.46,30.4,69,Crítico,Em análise
2021,5,2021-05-01,Norte,PA,Financeiro,Malware,Sistema desatualizado,15,537031.6,116.5,33,Alto,Resolvido
2021,5,2021-05-01,Norte,RO,Educação,Phishing,Falha humana,15,370838.18,111.1,53,Alto,Resolvido
2021,5,2021-05-01,Norte,TO,Saúde,Ransomware,Falha humana,14,1251650.22,40.6,43,Alto,Mitigado
2021,5,2021-05-01,Nordeste,BA,Financeiro,Phishing,Sem MFA,9,1678107.13,62.1,10,Médio,Resolvido
2021,5,2021-05-01,Nordeste,BA,Financeiro,Ransomware,Senha fraca,9,513906.65,61.4,25,Crítico,Em análise
2021,5,2021-05-01,Nordeste,PE,Varejo,DDoS,Senha fraca,12,986193.31,57.3,17,Alto,Resolvido
2021,5,2021-05-01,Nordeste,PE,Financeiro,Vazamento,Senha fraca,13,1654236.78,26.5,42,Médio,Mitigado
